classification_system,code,code_clean,description
icd-10-mc,S72.25XE,S7225XE,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.25XF,S7225XF,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.25XG,S7225XG,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.25XH,S7225XH,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.25XJ,S7225XJ,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.25XK,S7225XK,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.25XM,S7225XM,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.25XN,S7225XN,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.25XP,S7225XP,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.25XQ,S7225XQ,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.25XR,S7225XR,"Nondisplaced subtrochanteric fracture of left femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.25XS,S7225XS,"Nondisplaced subtrochanteric fracture of left femur, sequela"
icd-10-mc,S72.26XA,S7226XA,"Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for closed fracture"
icd-10-mc,S72.26XB,S7226XB,"Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type I or II"
icd-10-mc,S72.26XC,S7226XC,"Nondisplaced subtrochanteric fracture of unspecified femur, initial encounter for open fracture type IIIA, IIIB, or IIIC"
icd-10-mc,S72.26XD,S7226XD,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with routine healing"
icd-10-mc,S72.26XE,S7226XE,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with routine healing"
icd-10-mc,S72.26XF,S7226XF,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with routine healing"
icd-10-mc,S72.26XG,S7226XG,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with delayed healing"
icd-10-mc,S72.26XH,S7226XH,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with delayed healing"
icd-10-mc,S72.26XJ,S7226XJ,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with delayed healing"
icd-10-mc,S72.26XK,S7226XK,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with nonunion"
icd-10-mc,S72.26XM,S7226XM,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with nonunion"
icd-10-mc,S72.26XN,S7226XN,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with nonunion"
icd-10-mc,S72.26XP,S7226XP,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for closed fracture with malunion"
icd-10-mc,S72.26XQ,S7226XQ,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type I or II with malunion"
icd-10-mc,S72.26XR,S7226XR,"Nondisplaced subtrochanteric fracture of unspecified femur, subsequent encounter for open fracture type IIIA, IIIB, or IIIC with malunion"
icd-10-mc,S72.26XS,S7226XS,"Nondisplaced subtrochanteric fracture of unspecified femur, sequela"
